Electoral District Number / No de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	 Candidate's Initial(s) / Initiale(s) du candidat	Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation	Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
47005	Moose Jaw--Lake Centre--Lanigan	Moose Jaw--Lake Centre--Lanigan	Rhinoceros Party	Parti Rhinocéros	Thomas	Robert		02-Sep-15	10:30:00
47006	Prince Albert	Prince Albert	New Democratic Party	Nouveau Parti démocratique	Borgerson	Lon		03-Sep-15	12:30:00
47006	Prince Albert	Prince Albert	Conservative Party of Canada	Parti conservateur du Canada	Hoback	Randy		21-Aug-15	5:40:00
47006	Prince Albert	Prince Albert	Liberal Party of Canada	Parti libéral du Canada	Kirkby	Gordon		04-Sep-15	2:30:00
47006	Prince Albert	Prince Albert	Green Party of Canada	Le Parti Vert du Canada	Tenkink	Byron		28-Sep-15	4:10:00
47007	Regina--Lewvan	Regina--Lewvan	Liberal Party of Canada	Parti libéral du Canada	Browne	Louis		12-Sep-15	7:23:00
47007	Regina--Lewvan	Regina--Lewvan	Libertarian Party of Canada	Parti Libertarien du Canada	Dolata	Wojciech	K	27-Aug-15	9:50:00
47007	Regina--Lewvan	Regina--Lewvan	Conservative Party of Canada	Parti conservateur du Canada	Fraser	Trent		03-Sep-15	10:04:00
47007	Regina--Lewvan	Regina--Lewvan	Green Party of Canada	Le Parti Vert du Canada	Friesen	Tamela		04-Sep-15	3:04:00
47007	Regina--Lewvan	Regina--Lewvan	New Democratic Party	Nouveau Parti démocratique	Weir	Erin		25-Aug-15	3:00:00
47008	Regina--Qu'Appelle	Regina--Qu'Appelle	Liberal Party of Canada	Parti libéral du Canada	Anaquod	Della		04-Sep-15	11:11:00
47008	Regina--Qu'Appelle	Regina--Qu'Appelle	Green Party of Canada	Le Parti Vert du Canada	Chatterson	Greg		01-Sep-15	3:46:00
47008	Regina--Qu'Appelle	Regina--Qu'Appelle	New Democratic Party	Nouveau Parti démocratique	Kuyek	Nial		01-Sep-15	4:40:00
47008	Regina--Qu'Appelle	Regina--Qu'Appelle	Conservative Party of Canada	Parti conservateur du Canada	Scheer	Andrew		25-Aug-15	2:45:00
47009	Regina--Wascana	Regina--Wascana	New Democratic Party	Nouveau Parti démocratique	Bourgeois	April		28-Aug-15	2:30:00
47009	Regina--Wascana	Regina--Wascana	Liberal Party of Canada	Parti libéral du Canada	Goodale	Ralph		28-Aug-15	10:15:00
47009	Regina--Wascana	Regina--Wascana	Conservative Party of Canada	Parti conservateur du Canada	Kram	Michael		25-Aug-15	4:45:00
47009	Regina--Wascana	Regina--Wascana	Green Party of Canada	Le Parti Vert du Canada	Simonson	Frances		28-Aug-15	1:10:00
47010	Saskatoon--Grasswood	Saskatoon--Grasswood	New Democratic Party	Nouveau Parti démocratique	Bell	Scott		21-Aug-15	9:30:00
47010	Saskatoon--Grasswood	Saskatoon--Grasswood	Green Party of Canada	Le Parti Vert du Canada	Bigland-Pritchard	Mark		24-Aug-15	4:30:00
47010	Saskatoon--Grasswood	Saskatoon--Grasswood	Liberal Party of Canada	Parti libéral du Canada	Muggli	Tracy		26-Aug-15	2:30:00
47010	Saskatoon--Grasswood	Saskatoon--Grasswood	Conservative Party of Canada	Parti conservateur du Canada	Waugh	Kevin		21-Aug-15	6:00:00
47011	Saskatoon--University	Saskatoon--University	Liberal Party of Canada	Parti libéral du Canada	Block	Cynthia Marie		16-Sep-15	4:54:00
47011	Saskatoon--University	Saskatoon--University	New Democratic Party	Nouveau Parti démocratique	Card	Claire		21-Aug-15	3:25:00
47011	Saskatoon--University	Saskatoon--University	Green Party of Canada	Le Parti Vert du Canada	Harvey	Valerie		19-Sep-15	3:00:00
47011	Saskatoon--University	Saskatoon--University	Rhinoceros Party	Parti Rhinocéros	Schalm	Eric Matthew		23-Sep-15	8:42:00
47011	Saskatoon--University	Saskatoon--University	Conservative Party of Canada	Parti conservateur du Canada	Trost	Brad		19-Aug-15	2:45:00
47012	Saskatoon West	Saskatoon-Ouest	Liberal Party of Canada	Parti libéral du Canada	Abbott	Lisa		13-Sep-15	1:45:00
47012	Saskatoon West	Saskatoon-Ouest	New Democratic Party	Nouveau Parti démocratique	Benson	Sheri		18-Aug-15	4:45:00
47012	Saskatoon West	Saskatoon-Ouest	Conservative Party of Canada	Parti conservateur du Canada	Donauer	Randy		17-Aug-15	4:30:00
47012	Saskatoon West	Saskatoon-Ouest	Libertarian Party of Canada	Parti Libertarien du Canada	Hart	Bronek		26-Sep-15	2:30:00
47012	Saskatoon West	Saskatoon-Ouest	Green Party of Canada	Le Parti Vert du Canada	Mitchell	Lois Carol		28-Sep-15	5:48:00
47012	Saskatoon West	Saskatoon-Ouest	Canada Party	Parti Canada	Pankiw	Jim		15-Sep-15	9:30:00
47013	Souris--Moose Mountain	Souris--Moose Mountain	Liberal Party of Canada	Parti libéral du Canada	Bebbington	Steven		26-Sep-15	3:25:00
47013	Souris--Moose Mountain	Souris--Moose Mountain	Green Party of Canada	Le Parti Vert du Canada	Deptuck	Bob		23-Sep-15	4:30:00
47013	Souris--Moose Mountain	Souris--Moose Mountain	Conservative Party of Canada	Parti conservateur du Canada	Kitchen	Robert Gordon		19-Aug-15	4:00:00
47013	Souris--Moose Mountain	Souris--Moose Mountain	New Democratic Party	Nouveau Parti démocratique	O'Dell	Vicky		25-Aug-15	10:45:00
47014	Yorkton--Melville	Yorkton--Melville	Green Party of Canada	Le Parti Vert du Canada	Hughes	Elaine Marie		31-Aug-15	12:11:00
47014	Yorkton--Melville	Yorkton--Melville	Liberal Party of Canada	Parti libéral du Canada	Malinoski	Brooke Taylor		27-Sep-15	3:10:00
47014	Yorkton--Melville	Yorkton--Melville	New Democratic Party	Nouveau Parti démocratique	Ottenbreit	Doug		21-Aug-15	3:37:00
47014	Yorkton--Melville	Yorkton--Melville	Conservative Party of Canada	Parti conservateur du Canada	Wagantall	Cathay		19-Aug-15	3:58:00
48001	Banff--Airdrie	Banff--Airdrie	New Democratic Party	Nouveau Parti démocratique	Boissonneault	Joanne		25-Aug-15	2:30:00
48001	Banff--Airdrie	Banff--Airdrie	Green Party of Canada	Le Parti Vert du Canada	MacDonald	Mike		09-Sep-15	10:00:00
48001	Banff--Airdrie	Banff--Airdrie	Liberal Party of Canada	Parti libéral du Canada	Raynolds	Marlo		08-Sep-15	8:00:00
48001	Banff--Airdrie	Banff--Airdrie	Conservative Party of Canada	Parti conservateur du Canada	Richards	Blake		13-Aug-15	2:00:00
48002	Battle River--Crowfoot	Battle River--Crowfoot	Green Party of Canada	Le Parti Vert du Canada	Kelly	Gary		20-Sep-15	11:02:00
48002	Battle River--Crowfoot	Battle River--Crowfoot	Liberal Party of Canada	Parti libéral du Canada	Kowalski	Andy		28-Sep-15	9:41:00
48002	Battle River--Crowfoot	Battle River--Crowfoot	Conservative Party of Canada	Parti conservateur du Canada	Sorenson	Kevin		19-Aug-15	3:56:00
48002	Battle River--Crowfoot	Battle River--Crowfoot	New Democratic Party	Nouveau Parti démocratique	Swampy	Katherine		11-Sep-15	4:11:00
48003	Bow River	Bow River	Liberal Party of Canada	Parti libéral du Canada	Alexander	William MacDonald		26-Sep-15	11:45:00
48003	Bow River	Bow River	Green Party of Canada	Le Parti Vert du Canada	Fromholt	Rita Ann		25-Sep-15	11:24:00
48003	Bow River	Bow River	Democratic Advancement Party of Canada	Parti pour l'Avancement de la Démocratie au Canada	Khalid	Fahed		25-Sep-15	11:12:00
48003	Bow River	Bow River	Independent	Indépendant	Kucy	Andrew		25-Sep-15	1:10:00
48003	Bow River	Bow River	New Democratic Party	Nouveau Parti démocratique	MacWilliam	Lynn		16-Sep-15	4:47:00
48003	Bow River	Bow River	Conservative Party of Canada	Parti conservateur du Canada	Shields	Martin		20-Aug-15	7:10:00
48003	Bow River	Bow River	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	VandeStroet	Frans		24-Sep-15	12:10:00
48004	Calgary Centre	Calgary-Centre	Green Party of Canada	Le Parti Vert du Canada	Boonlert	Thana		14-Sep-15	1:15:00
48004	Calgary Centre	Calgary-Centre	Conservative Party of Canada	Parti conservateur du Canada	Crockatt	Joan		19-Aug-15	10:30:00
48004	Calgary Centre	Calgary-Centre	Liberal Party of Canada	Parti libéral du Canada	Hehr	Kent		26-Aug-15	4:10:00
48004	Calgary Centre	Calgary-Centre	Independent	Indépendant	Henderson	Yogi		21-Sep-15	6:45:00
48004	Calgary Centre	Calgary-Centre	New Democratic Party	Nouveau Parti démocratique	Ratti	Jillian		04-Sep-15	1:30:00
48005	Calgary Confederation	Calgary Confederation	Liberal Party of Canada	Parti libéral du Canada	Grant	Matt		25-Aug-15	1:11:00
48005	Calgary Confederation	Calgary Confederation	New Democratic Party	Nouveau Parti démocratique	Heuser	Kirk		27-Aug-15	2:30:00
48005	Calgary Confederation	Calgary Confederation	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Hunter	Kevan		01-Sep-15	12:34:00
48005	Calgary Confederation	Calgary Confederation	Green Party of Canada	Le Parti Vert du Canada	Odd	Natalie		15-Sep-15	3:19:00
48005	Calgary Confederation	Calgary Confederation	Conservative Party of Canada	Parti conservateur du Canada	Webber	Len		26-Aug-15	11:14:00
48006	Calgary Forest Lawn	Calgary Forest Lawn	Libertarian Party of Canada	Parti Libertarien du Canada	Badura	Matt		17-Sep-15	3:09:00
48006	Calgary Forest Lawn	Calgary Forest Lawn	Communist Party of Canada	Parti communiste du Canada	Devine	Jason		27-Aug-15	1:15:00
48006	Calgary Forest Lawn	Calgary Forest Lawn	Green Party of Canada	Le Parti Vert du Canada	Hansell	Judson		20-Sep-15	3:31:00
48006	Calgary Forest Lawn	Calgary Forest Lawn	Conservative Party of Canada	Parti conservateur du Canada	Obhrai	Deepak		17-Aug-15	11:23:00
48006	Calgary Forest Lawn	Calgary Forest Lawn	New Democratic Party	Nouveau Parti démocratique	Souraya	Abdou		24-Aug-15	1:55:00
48006	Calgary Forest Lawn	Calgary Forest Lawn	Liberal Party of Canada	Parti libéral du Canada	Stewart	Cam		28-Aug-15	4:43:00
48006	Calgary Forest Lawn	Calgary Forest Lawn	Democratic Advancement Party of Canada	Parti pour l'Avancement de la Démocratie au Canada	Veress	Max		28-Sep-15	1:50:00
48007	Calgary Heritage	Calgary Heritage	Green Party of Canada	Le Parti Vert du Canada	Christie	Kelly		25-Sep-15	8:30:00
48007	Calgary Heritage	Calgary Heritage	Independent	Indépendant	Duchastel de Montrouge	Nicolas		26-Sep-15	5:26:00
48007	Calgary Heritage	Calgary Heritage	Conservative Party of Canada	Parti conservateur du Canada	Harper	Stephen J.		14-Aug-15	11:15:00
48007	Calgary Heritage	Calgary Heritage	Independent	Indépendant	Heather	Larry R.		18-Sep-15	7:50:00
48007	Calgary Heritage	Calgary Heritage	New Democratic Party	Nouveau Parti démocratique	Masters Burgener	Matt		11-Sep-15	9:30:00
48007	Calgary Heritage	Calgary Heritage	Liberal Party of Canada	Parti libéral du Canada	Miles	Brendan		02-Sep-15	4:10:00
48007	Calgary Heritage	Calgary Heritage	Libertarian Party of Canada	Parti Libertarien du Canada	Paolasini	Steven		24-Sep-15	9:45:00
48007	Calgary Heritage	Calgary Heritage	Independent	Indépendant	Zepik	Korry		19-Aug-15	3:17:00
48008	Calgary Midnapore	Calgary Midnapore	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Askin	Peggy		30-Aug-15	2:00:00
48008	Calgary Midnapore	Calgary Midnapore	Liberal Party of Canada	Parti libéral du Canada	Brown	Haley		20-Sep-15	12:30:00
48008	Calgary Midnapore	Calgary Midnapore	Conservative Party of Canada	Parti conservateur du Canada	Kenney	Jason		21-Aug-15	3:30:00
48008	Calgary Midnapore	Calgary Midnapore	Green Party of Canada	Le Parti Vert du Canada	Wauters	Brennan		18-Sep-15	9:00:00
48008	Calgary Midnapore	Calgary Midnapore	New Democratic Party	Nouveau Parti démocratique	Weston	Laura		07-Sep-15	5:00:00
48009	Calgary Nose Hill	Calgary Nose Hill	Democratic Advancement Party of Canada	Parti pour l'Avancement de la Démocratie au Canada	Butt	Faizan		26-Sep-15	2:15:00
48009	Calgary Nose Hill	Calgary Nose Hill	Libertarian Party of Canada	Parti Libertarien du Canada	Gao	Edward		28-Aug-15	1:55:00
48009	Calgary Nose Hill	Calgary Nose Hill	New Democratic Party	Nouveau Parti démocratique	Kaufman	Bruce		03-Sep-15	2:00:00
48009	Calgary Nose Hill	Calgary Nose Hill	Liberal Party of Canada	Parti libéral du Canada	Prcic	Robert		24-Sep-15	8:45:00
48009	Calgary Nose Hill	Calgary Nose Hill	Conservative Party of Canada	Parti conservateur du Canada	Rempel	Michelle		14-Aug-15	2:30:00
48009	Calgary Nose Hill	Calgary Nose Hill	Green Party of Canada	Le Parti Vert du Canada	Scheer	Laurie		26-Sep-15	9:10:00
48010	Calgary Rocky Ridge	Calgary Rocky Ridge	Conservative Party of Canada	Parti conservateur du Canada	Kelly	Pat		25-Aug-15	12:20:00
48010	Calgary Rocky Ridge	Calgary Rocky Ridge	New Democratic Party	Nouveau Parti démocratique	Kot	Stephanie		09-Sep-15	2:10:00
48010	Calgary Rocky Ridge	Calgary Rocky Ridge	Liberal Party of Canada	Parti libéral du Canada	Naidoo	Nirmala		15-Sep-15	2:10:00
48010	Calgary Rocky Ridge	Calgary Rocky Ridge	Green Party of Canada	Le Parti Vert du Canada	Wright	Catriona		28-Aug-15	4:00:00
48011	Calgary Shepard	Calgary Shepard	New Democratic Party	Nouveau Parti démocratique	Allard	Dany		22-Aug-15	1:27:00
48011	Calgary Shepard	Calgary Shepard	Liberal Party of Canada	Parti libéral du Canada	James	Jerome		04-Sep-15	3:37:00
48011	Calgary Shepard	Calgary Shepard	Conservative Party of Canada	Parti conservateur du Canada	Kmiec	Tom		21-Aug-15	5:45:00
48011	Calgary Shepard	Calgary Shepard	Green Party of Canada	Le Parti Vert du Canada	MacKenzie	Graham		24-Sep-15	9:00:00
48012	Calgary Signal Hill	Calgary Signal Hill	New Democratic Party	Nouveau Parti démocratique	Ahmed	Khalis		09-Sep-15	12:25:00
48012	Calgary Signal Hill	Calgary Signal Hill	Liberal Party of Canada	Parti libéral du Canada	Cundal	Kerry		03-Sep-15	1:20:00
48012	Calgary Signal Hill	Calgary Signal Hill	Green Party of Canada	Le Parti Vert du Canada	Knorren	Taryn		21-Aug-15	4:05:00
48012	Calgary Signal Hill	Calgary Signal Hill	Conservative Party of Canada	Parti conservateur du Canada	Liepert	Ron		20-Aug-15	3:00:00
48012	Calgary Signal Hill	Calgary Signal Hill	Libertarian Party of Canada	Parti Libertarien du Canada	Moen	Tim		29-Sep-15	1:30:00
48012	Calgary Signal Hill	Calgary Signal Hill	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Rau	Jesse		25-Sep-15	9:30:00
48013	Calgary Skyview	Calgary Skyview	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Blanchard	Daniel		27-Aug-15	11:23:00
48013	Calgary Skyview	Calgary Skyview	Progressive Canadian Party	Parti Progressiste Canadien	Butt	Najeeb		14-Sep-15	6:55:00
48013	Calgary Skyview	Calgary Skyview	Democratic Advancement Party of Canada	Parti pour l'Avancement de la Démocratie au Canada	Garvey	Stephen		19-Aug-15	2:57:00
48013	Calgary Skyview	Calgary Skyview	Liberal Party of Canada	Parti libéral du Canada	Kang	Darshan Singh		01-Sep-15	1:41:00
48013	Calgary Skyview	Calgary Skyview	Green Party of Canada	Le Parti Vert du Canada	Reddy	Ed		14-Sep-15	3:00:00
48013	Calgary Skyview	Calgary Skyview	Conservative Party of Canada	Parti conservateur du Canada	Shory	Devinder		12-Aug-15	10:35:00
48013	Calgary Skyview	Calgary Skyview	New Democratic Party	Nouveau Parti démocratique	Singh	Sahajvir		02-Sep-15	10:35:00
48013	Calgary Skyview	Calgary Skyview	Independent	Indépendant	Young	Joseph		31-Aug-15	1:30:00
48014	Edmonton Centre	Edmonton-Centre	Liberal Party of Canada	Parti libéral du Canada	Boissonnault	Randy		30-Aug-15	11:30:00
48014	Edmonton Centre	Edmonton-Centre	Conservative Party of Canada	Parti conservateur du Canada	Cumming	James		21-Aug-15	3:40:00
48014	Edmonton Centre	Edmonton-Centre	New Democratic Party	Nouveau Parti démocratique	McGowan	Gil		01-Sep-15	2:25:00
48014	Edmonton Centre	Edmonton-Centre	Green Party of Canada	Le Parti Vert du Canada	Parker	David		28-Aug-15	1:30:00
48014	Edmonton Centre	Edmonton-Centre	Rhinoceros Party	Parti Rhinocéros	Stauffer	Steven		28-Sep-15	6:15:00
48014	Edmonton Centre	Edmonton-Centre	Independent	Indépendant	Yaki	Kat		13-Sep-15	12:02:00
48015	Edmonton Griesbach	Edmonton Griesbach	Conservative Party of Canada	Parti conservateur du Canada	Diotte	Kerry		28-Aug-15	3:00:00
48015	Edmonton Griesbach	Edmonton Griesbach	Liberal Party of Canada	Parti libéral du Canada	Gold	Brian		24-Sep-15	8:15:00
48015	Edmonton Griesbach	Edmonton Griesbach	Libertarian Party of Canada	Parti Libertarien du Canada	Goncharenko	Maryna		26-Sep-15	1:30:00
48015	Edmonton Griesbach	Edmonton Griesbach	New Democratic Party	Nouveau Parti démocratique	Irwin	Janis		22-Aug-15	10:00:00
48015	Edmonton Griesbach	Edmonton Griesbach	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Joyce	Mary		31-Aug-15	12:15:00
48015	Edmonton Griesbach	Edmonton Griesbach	Marijuana Party	Parti Marijuana	Northcott	Linda		04-Sep-15	11:20:00
48015	Edmonton Griesbach	Edmonton Griesbach	Rhinoceros Party	Parti Rhinocéros	Thompson	Bun Bun		28-Sep-15	5:32:00
48015	Edmonton Griesbach	Edmonton Griesbach	Green Party of Canada	Le Parti Vert du Canada	Workman	Heather		20-Aug-15	10:00:00
48016	Edmonton Manning	Edmonton Manning	Conservative Party of Canada	Parti conservateur du Canada	Aboultaif	Ziad		24-Aug-15	4:20:00
48016	Edmonton Manning	Edmonton Manning	Liberal Party of Canada	Parti libéral du Canada	Aujla	Sukhdev		02-Sep-15	6:45:00
48016	Edmonton Manning	Edmonton Manning	Independent	Indépendant	Deres	Mebreate		19-Aug-15	2:30:00
48016	Edmonton Manning	Edmonton Manning	New Democratic Party	Nouveau Parti démocratique	Paquette	Aaron		05-Sep-15	1:06:00
48016	Edmonton Manning	Edmonton Manning	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Vachon	André		05-Sep-15	5:30:00
48016	Edmonton Manning	Edmonton Manning	Green Party of Canada	Le Parti Vert du Canada	Vallee	Chris		10-Sep-15	9:18:00
48017	Edmonton Mill Woods	Edmonton Mill Woods	New Democratic Party	Nouveau Parti démocratique	Deol	Jasvir		28-Aug-15	10:30:00
48017	Edmonton Mill Woods	Edmonton Mill Woods	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Downing	Peter		09-Sep-15	12:15:00
48017	Edmonton Mill Woods	Edmonton Mill Woods	Green Party of Canada	Le Parti Vert du Canada	McLean	Ralph		28-Aug-15	3:50:00
48017	Edmonton Mill Woods	Edmonton Mill Woods	Libertarian Party of Canada	Parti Libertarien du Canada	Paley	Allen K.W.		08-Sep-15	2:45:00
48017	Edmonton Mill Woods	Edmonton Mill Woods	Communist Party of Canada	Parti communiste du Canada	Rankin	Naomi		28-Aug-15	12:05:00
48017	Edmonton Mill Woods	Edmonton Mill Woods	Liberal Party of Canada	Parti libéral du Canada	Sohi	Amarjeet		27-Aug-15	1:39:00
48017	Edmonton Mill Woods	Edmonton Mill Woods	Independent	Indépendant	Stubbs	Colin		01-Sep-15	3:15:00
48017	Edmonton Mill Woods	Edmonton Mill Woods	Conservative Party of Canada	Parti conservateur du Canada	Uppal	Tim		24-Aug-15	2:15:00
48018	Edmonton Riverbend	Edmonton Riverbend	Liberal Party of Canada	Parti libéral du Canada	Chaudary	Tariq		09-Sep-15	9:10:00
48018	Edmonton Riverbend	Edmonton Riverbend	New Democratic Party	Nouveau Parti démocratique	Fleck	Brian		27-Aug-15	11:35:00
48018	Edmonton Riverbend	Edmonton Riverbend	Conservative Party of Canada	Parti conservateur du Canada	Jeneroux	Matt		31-Aug-15	11:45:00
48018	Edmonton Riverbend	Edmonton Riverbend	Green Party of Canada	Le Parti Vert du Canada	Kennedy	Valerie		14-Aug-15	5:05:00
48018	Edmonton Riverbend	Edmonton Riverbend	Libertarian Party of Canada	Parti Libertarien du Canada	Lack	Steven		26-Sep-15	1:55:00
48019	Edmonton Strathcona	Edmonton Strathcona	Green Party of Canada	Le Parti Vert du Canada	Binnema	Jacob K.		17-Sep-15	5:30:00
48019	Edmonton Strathcona	Edmonton Strathcona	Pirate Party of Canada	Parti Pirate du Canada	Bromsgrove	Ryan		26-Sep-15	4:55:00
48019	Edmonton Strathcona	Edmonton Strathcona	New Democratic Party	Nouveau Parti démocratique	Duncan	Linda		24-Aug-15	4:20:00
48019	Edmonton Strathcona	Edmonton Strathcona	Rhinoceros Party	Parti Rhinocéros	Eckstrom	Donovan		26-Sep-15	9:25:00
48019	Edmonton Strathcona	Edmonton Strathcona	Independent	Indépendant	Jones	Chris		26-Sep-15	3:30:00
48019	Edmonton Strathcona	Edmonton Strathcona	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	MacDonald	Dougal		02-Sep-15	3:40:00
48019	Edmonton Strathcona	Edmonton Strathcona	Liberal Party of Canada	Parti libéral du Canada	Olszewski	Eleanor		11-Sep-15	6:50:00
48019	Edmonton Strathcona	Edmonton Strathcona	Independent	Indépendant	Schurman	Andrew		28-Sep-15	12:00:00
48019	Edmonton Strathcona	Edmonton Strathcona	Libertarian Party of Canada	Parti Libertarien du Canada	Stinson	Malcolm		25-Sep-15	5:45:00
48019	Edmonton Strathcona	Edmonton Strathcona	Conservative Party of Canada	Parti conservateur du Canada	Thom	Len		02-Sep-15	4:00:00
48020	Edmonton West	Edmonton-Ouest	Green Party of Canada	Le Parti Vert du Canada	Bryan	Pamela Leslie		11-Sep-15	8:50:00
48020	Edmonton West	Edmonton-Ouest	Libertarian Party of Canada	Parti Libertarien du Canada	Dussault	Alexander		28-Sep-15	10:20:00
48020	Edmonton West	Edmonton-Ouest	Liberal Party of Canada	Parti libéral du Canada	Leibovici	Karen		02-Sep-15	10:21:00
48020	Edmonton West	Edmonton-Ouest	New Democratic Party	Nouveau Parti démocratique	MacKenzie	Heather		03-Sep-15	1:58:00
48020	Edmonton West	Edmonton-Ouest	Conservative Party of Canada	Parti conservateur du Canada	McCauley	Kelly		21-Aug-15	10:45:00
48020	Edmonton West	Edmonton-Ouest	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Morton	Peggy		01-Sep-15	12:31:00
48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	Liberal Party of Canada	Parti libéral du Canada	Biollo	Jacqueline		13-Sep-15	7:42:00
48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	New Democratic Party	Nouveau Parti démocratique	Bitz	Fritz K.		28-Aug-15	9:00:00
48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	Green Party of Canada	Le Parti Vert du Canada	Hut	Joy-Ann		21-Aug-15	12:00:00
48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	Conservative Party of Canada	Parti conservateur du Canada	Lake	Mike		31-Aug-15	3:00:00
48021	Edmonton--Wetaskiwin	Edmonton--Wetaskiwin	Libertarian Party of Canada	Parti Libertarien du Canada	Whitlock	Brayden		21-Sep-15	9:45:00
48022	Foothills	Foothills	Conservative Party of Canada	Parti conservateur du Canada	Barlow	John		20-Aug-15	4:50:00
48022	Foothills	Foothills	Liberal Party of Canada	Parti libéral du Canada	MacPherson	Tanya		22-Sep-15	5:01:00
48022	Foothills	Foothills	Libertarian Party of Canada	Parti Libertarien du Canada	Morgan	Cory		28-Sep-15	5:15:00
48022	Foothills	Foothills	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Slingerland	Marc		11-Sep-15	10:50:00
48022	Foothills	Foothills	New Democratic Party	Nouveau Parti démocratique	Thompson	Alison		02-Sep-15	4:45:00
48022	Foothills	Foothills	Green Party of Canada	Le Parti Vert du Canada	Tittel	Romy S.		14-Aug-15	10:44:00
48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	Libertarian Party of Canada	Parti Libertarien du Canada	Berry	Scott		21-Sep-15	6:00:00
48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	Green Party of Canada	Le Parti Vert du Canada	Deheer	Brian		21-Sep-15	8:00:00
48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	Liberal Party of Canada	Parti libéral du Canada	Harrietha	Kyle		09-Sep-15	2:51:00
48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Janssen	Roelof		04-Sep-15	10:55:00
48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	New Democratic Party	Nouveau Parti démocratique	Lepine	Melody		30-Aug-15	12:15:00
48023	Fort McMurray--Cold Lake	Fort McMurray--Cold Lake	Conservative Party of Canada	Parti conservateur du Canada	Yurdiga	David		09-Sep-15	2:23:00
48024	Grande Prairie--Mackenzie	Grande Prairie--Mackenzie	Green Party of Canada	Le Parti Vert du Canada	Friesen	James David		15-Aug-15	1:22:00
48024	Grande Prairie--Mackenzie	Grande Prairie--Mackenzie	Liberal Party of Canada	Parti libéral du Canada	Johnston	Reagan		23-Sep-15	7:50:00
48024	Grande Prairie--Mackenzie	Grande Prairie--Mackenzie	New Democratic Party	Nouveau Parti démocratique	Mossagizi	Saba		11-Sep-15	3:37:00
48024	Grande Prairie--Mackenzie	Grande Prairie--Mackenzie	Libertarian Party of Canada	Parti Libertarien du Canada	Thompson	Dylan		12-Sep-15	11:00:00
48024	Grande Prairie--Mackenzie	Grande Prairie--Mackenzie	Conservative Party of Canada	Parti conservateur du Canada	Warkentin	Chris		14-Aug-15	6:54:00
48025	Lakeland	Lakeland	Libertarian Party of Canada	Parti Libertarien du Canada	McFadzean	Robert George		08-Sep-15	9:06:00
48025	Lakeland	Lakeland	Green Party of Canada	Le Parti Vert du Canada	Montgomery	Danielle		27-Sep-15	2:22:00
48025	Lakeland	Lakeland	Liberal Party of Canada	Parti libéral du Canada	Parenteau	Garry		19-Sep-15	2:00:00
48025	Lakeland	Lakeland	Conservative Party of Canada	Parti conservateur du Canada	Stubbs	Shannon		20-Aug-15	11:27:00
48025	Lakeland	Lakeland	New Democratic Party	Nouveau Parti démocratique	Zaraska	Duane		27-Aug-15	9:32:00
48026	Lethbridge	Lethbridge	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Capp	Geoffrey		31-Aug-15	5:45:00
48026	Lethbridge	Lethbridge	Conservative Party of Canada	Parti conservateur du Canada	Harder	Rachael		28-Aug-15	2:20:00
48026	Lethbridge	Lethbridge	Rhinoceros Party	Parti Rhinocéros	Krygier-Paine	Solly		21-Sep-15	7:10:00
48026	Lethbridge	Lethbridge	Green Party of Canada	Le Parti Vert du Canada	MacMillan	Kas		10-Sep-15	10:30:00
48026	Lethbridge	Lethbridge	New Democratic Party	Nouveau Parti démocratique	Meheden	Cheryl		03-Sep-15	11:35:00
48026	Lethbridge	Lethbridge	Liberal Party of Canada	Parti libéral du Canada	Pyne	Mike		26-Aug-15	1:31:00
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	Liberal Party of Canada	Parti libéral du Canada	Allan	Glen		28-Aug-15	1:50:00
